"Category","Order Date","Segment","Number of Records","Sales Target","Column6","Updated_Order_Date"
Office Supplies,"9/25/12",Home Office,1,"12.291","","2012-25-09"
Technology,"9/25/12",Corporate,1,"1,155.28","","2012-25-09"
Technology,"9/25/12",Home Office,1,"172.3188","","2012-25-09"
Office Supplies,"9/26/12",Consumer,1,"450.4984","","2012-26-09"
Office Supplies,"9/26/12",Corporate,1,"795.7173","","2012-26-09"
Office Supplies,"9/26/12",Home Office,1,"194.2889","","2012-26-09"
Technology,"9/26/12",Consumer,1,"2,225.63","","2012-26-09"
Technology,"9/26/12",Corporate,1,"253.4016","","2012-26-09"
Furniture,"9/27/12",Consumer,1,"26.7168","","2012-27-09"
Office Supplies,"9/27/12",Consumer,1,"146.1828","","2012-27-09"
Office Supplies,"9/27/12",Corporate,1,"150.0112","","2012-27-09"
Office Supplies,"9/27/12",Home Office,1,"175.29","","2012-27-09"
Technology,"9/27/12",Consumer,1,"2,059.07","","2012-27-09"
Office Supplies,"9/28/12",Consumer,1,"320.99744","","2012-28-09"
Office Supplies,"9/28/12",Corporate,1,"377.83488","","2012-28-09"
Technology,"9/28/12",Consumer,1,"307.98","","2012-28-09"
Technology,"9/28/12",Corporate,1,"34.20912","","2012-28-09"
Office Supplies,"10/1/12",Consumer,1,"2.93216","","2012-01-10"
Office Supplies,"10/1/12",Corporate,1,"129.66432","","2012-01-10"
Office Supplies,"10/1/12",Home Office,1,"22.899","","2012-01-10"
Technology,"10/1/12",Consumer,1,"586.14848","","2012-01-10"
Technology,"10/1/12",Home Office,1,"336.9384","","2012-01-10"
Furniture,"10/2/12",Consumer,1,"11.80424","","2012-02-10"
Office Supplies,"10/2/12",Consumer,1,"108.297","","2012-02-10"
Office Supplies,"10/2/12",Corporate,1,"216.55156","","2012-02-10"
Office Supplies,"10/2/12",Home Office,1,"236.062","","2012-02-10"
Technology,"10/2/12",Consumer,1,"501.3","","2012-02-10"
Technology,"10/2/12",Corporate,1,"86.4","","2012-02-10"
Furniture,"10/3/12",Consumer,1,"140.5404","","2012-03-10"
Office Supplies,"10/3/12",Consumer,1,"33.6735","","2012-03-10"
Office Supplies,"10/3/12",Corporate,1,"13.05696","","2012-03-10"
Technology,"10/3/12",Consumer,1,"65.50544","","2012-03-10"
Furniture,"10/4/12",Corporate,1,"408.6576","","2012-04-10"
Furniture,"10/4/12",Home Office,1,"66.89232","","2012-04-10"
Office Supplies,"10/4/12",Consumer,1,"29.656","","2012-04-10"
Office Supplies,"10/4/12",Home Office,1,"20.52864","","2012-04-10"
Furniture,"10/5/12",Consumer,1,"389.63358","","2012-05-10"
Office Supplies,"10/5/12",Corporate,1,"66.693","","2012-05-10"
Office Supplies,"10/5/12",Home Office,1,"67.536","","2012-05-10"
Technology,"10/5/12",Consumer,1,"296.7048","","2012-05-10"
Furniture,"10/8/12",Consumer,1,"126.933","","2012-08-10"
Furniture,"10/8/12",Corporate,1,"61.863","","2012-08-10"
Office Supplies,"10/8/12",Consumer,1,"3.44","","2012-08-10"
Furniture,"10/9/12",Consumer,1,"421.1676","","2012-09-10"
Office Supplies,"10/9/12",Consumer,1,"408.89388","","2012-09-10"
Office Supplies,"10/9/12",Corporate,1,"81.24759","","2012-09-10"
Technology,"10/9/12",Consumer,1,"613.0012","","2012-09-10"
Technology,"10/9/12",Corporate,1,"701.0388","","2012-09-10"
Furniture,"10/10/12",Corporate,1,"333.16512","","2012-10-10"
Office Supplies,"10/10/12",Consumer,1,"1,610.59","","2012-10-10"
Office Supplies,"10/10/12",Corporate,1,"84.051","","2012-10-10"
Furniture,"10/11/12",Consumer,1,"976.72905","","2012-11-10"
Office Supplies,"10/11/12",Consumer,1,"20.1312","","2012-11-10"
Technology,"10/11/12",Consumer,1,"29.7135","","2012-11-10"
Furniture,"10/12/12",Consumer,1,"228.5403","","2012-12-10"
Furniture,"10/12/12",Home Office,1,"1,464.47","","2012-12-10"
Office Supplies,"10/12/12",Consumer,1,"82.2324","","2012-12-10"
Office Supplies,"10/12/12",Home Office,1,"66.0008","","2012-12-10"
Technology,"10/12/12",Consumer,1,"388.3494","","2012-12-10"
Technology,"10/12/12",Home Office,1,"61.7136","","2012-12-10"
Furniture,"10/13/12",Consumer,1,"316.734","","2012-13-10"
Technology,"10/13/12",Consumer,1,"71.162","","2012-13-10"
Furniture,"10/15/12",Consumer,1,"2,653.98","","2012-15-10"
Office Supplies,"10/15/12",Consumer,1,"5.18368","","2012-15-10"
Office Supplies,"10/15/12",Home Office,1,"9.2664","","2012-15-10"
Technology,"10/15/12",Consumer,1,"277.074","","2012-15-10"
Technology,"10/15/12",Home Office,1,"295.7652","","2012-15-10"
Technology,"10/16/12",Corporate,1,"734.2233","","2012-16-10"
Office Supplies,"10/17/12",Consumer,1,"85.668","","2012-17-10"
Furniture,"10/18/12",Consumer,1,"9.099","","2012-18-10"
Office Supplies,"10/18/12",Consumer,1,"19.3752","","2012-18-10"
Office Supplies,"10/18/12",Home Office,1,"70.96908","","2012-18-10"
Technology,"10/18/12",Consumer,1,"244.59232","","2012-18-10"
Technology,"10/18/12",Home Office,1,"29.35776","","2012-18-10"
Office Supplies,"10/19/12",Consumer,1,"38.3296","","2012-19-10"
Office Supplies,"10/19/12",Corporate,1,"35.6004","","2012-19-10"
Office Supplies,"10/19/12",Home Office,1,"1,739.14","","2012-19-10"
Technology,"10/19/12",Corporate,1,"140.953","","2012-19-10"
Technology,"10/19/12",Home Office,1,"232.2","","2012-19-10"
Furniture,"10/20/12",Consumer,1,"386.79168","","2012-20-10"
Furniture,"10/20/12",Corporate,1,"15.5394","","2012-20-10"
Office Supplies,"10/20/12",Consumer,1,"21.3672","","2012-20-10"
Technology,"10/20/12",Corporate,1,"244.7694","","2012-20-10"
Office Supplies,"10/22/12",Consumer,1,"16.18696","","2012-22-10"
Furniture,"10/23/12",Consumer,1,"1,313.36","","2012-23-10"
Office Supplies,"10/23/12",Consumer,1,"138.52352","","2012-23-10"
Office Supplies,"10/23/12",Corporate,1,"3.30464","","2012-23-10"
Technology,"10/23/12",Consumer,1,"761.8032","","2012-23-10"
Furniture,"10/24/12",Corporate,1,"368.20266","","2012-24-10"
Furniture,"10/24/12",Home Office,1,"440.64384","","2012-24-10"
Office Supplies,"10/24/12",Corporate,1,"22.8096","","2012-24-10"
Office Supplies,"10/24/12",Home Office,1,"3.2328","","2012-24-10"
Furniture,"10/25/12",Consumer,1,"243.04896","","2012-25-10"
Furniture,"10/25/12",Corporate,1,"812.29548","","2012-25-10"
Office Supplies,"10/25/12",Consumer,1,"132.8195","","2012-25-10"
Technology,"10/25/12",Corporate,1,"138.3213","","2012-25-10"
Office Supplies,"10/26/12",Corporate,1,"1,086.72","","2012-26-10"
Technology,"10/26/12",Corporate,1,"162.10272","","2012-26-10"
Furniture,"10/28/12",Consumer,1,"56.6379","","2012-28-10"
Office Supplies,"10/28/12",Consumer,1,"48.719","","2012-28-10"
Office Supplies,"10/29/12",Corporate,1,"234.4704","","2012-29-10"
Furniture,"10/30/12",Corporate,1,"14.40384","","2012-30-10"
Office Supplies,"10/30/12",Consumer,1,"160.9608","","2012-30-10"
Technology,"10/30/12",Corporate,1,"1,477.61","","2012-30-10"
Technology,"10/30/12",Home Office,1,"260.913","","2012-30-10"
Furniture,"10/31/12",Consumer,1,"748.969","","2012-31-10"
Office Supplies,"10/31/12",Consumer,1,"660.1122","","2012-31-10"
Office Supplies,"10/31/12",Corporate,1,"436.46064","","2012-31-10"
Office Supplies,"10/31/12",Home Office,1,"76.4308","","2012-31-10"
Technology,"10/31/12",Consumer,1,"1,153.30","","2012-31-10"
Furniture,"11/1/12",Consumer,1,"952.11756","","2012-01-11"
Office Supplies,"11/1/12",Consumer,1,"21.4","","2012-01-11"
Office Supplies,"11/1/12",Home Office,1,"2.91456","","2012-01-11"
Technology,"11/1/12",Consumer,1,"2,024.71","","2012-01-11"
Technology,"11/1/12",Corporate,1,"4.4055","","2012-01-11"
Technology,"11/1/12",Home Office,1,"30.4096","","2012-01-11"
Furniture,"11/2/12",Consumer,1,"1,547.10","","2012-02-11"
Furniture,"11/2/12",Home Office,1,"2,332.98","","2012-02-11"
Office Supplies,"11/2/12",Consumer,1,"304.2588","","2012-02-11"
Office Supplies,"11/2/12",Corporate,1,"25.84736","","2012-02-11"
Technology,"11/2/12",Consumer,1,"421.0542","","2012-02-11"
Technology,"11/2/12",Corporate,1,"344.704","","2012-02-11"
Furniture,"11/3/12",Corporate,1,"1,448.82","","2012-03-11"
Furniture,"11/3/12",Home Office,1,"46.008","","2012-03-11"
Office Supplies,"11/3/12",Corporate,1,"6.47584","","2012-03-11"
Technology,"11/3/12",Home Office,1,"1,315.85","","2012-03-11"
Furniture,"11/5/12",Corporate,1,"186.3","","2012-05-11"
Office Supplies,"11/5/12",Consumer,1,"596.5047","","2012-05-11"
Office Supplies,"11/5/12",Corporate,1,"23.31648","","2012-05-11"
Office Supplies,"11/6/12",Consumer,1,"12.51429","","2012-06-11"
Furniture,"11/7/12",Consumer,1,"772.3584","","2012-07-11"
Furniture,"11/7/12",Corporate,1,"196.4416","","2012-07-11"
Office Supplies,"11/7/12",Consumer,1,"359.24252","","2012-07-11"
Office Supplies,"11/7/12",Corporate,1,"1,305.95","","2012-07-11"
Technology,"11/7/12",Consumer,1,"244.7235","","2012-07-11"
Furniture,"11/8/12",Consumer,1,"250.6977","","2012-08-11"
Furniture,"11/8/12",Corporate,1,"4,549.27","","2012-08-11"
Office Supplies,"11/8/12",Consumer,1,"545.76544","","2012-08-11"
Office Supplies,"11/8/12",Corporate,1,"145.00873","","2012-08-11"
Office Supplies,"11/8/12",Home Office,1,"4.95","","2012-08-11"
Technology,"11/8/12",Consumer,1,"597.8588","","2012-08-11"
Technology,"11/8/12",Corporate,1,"5,245.72","","2012-08-11"
Technology,"11/8/12",Home Office,1,"316.1745","","2012-08-11"
Furniture,"11/9/12",Consumer,1,"911.6982","","2012-09-11"
Office Supplies,"11/9/12",Consumer,1,"325.63278","","2012-09-11"
Office Supplies,"11/9/12",Home Office,1,"33.6528","","2012-09-11"
Technology,"11/9/12",Consumer,1,"923.0693","","2012-09-11"
Technology,"11/9/12",Home Office,1,"2,298.68","","2012-09-11"
Furniture,"11/10/12",Home Office,1,"26.0058","","2012-10-11"
Office Supplies,"11/10/12",Consumer,1,"635.3424","","2012-10-11"
Office Supplies,"11/10/12",Corporate,1,"785.73","","2012-10-11"
Office Supplies,"11/10/12",Home Office,1,"1,474.90","","2012-10-11"
Technology,"11/10/12",Consumer,1,"83.895","","2012-10-11"
Technology,"11/10/12",Home Office,1,"467.4915","","2012-10-11"
Office Supplies,"11/11/12",Corporate,1,"558.44334","","2012-11-11"
Furniture,"11/12/12",Corporate,1,"676.75656","","2012-12-11"
Office Supplies,"11/12/12",Consumer,1,"14.6264","","2012-12-11"
Office Supplies,"11/12/12",Corporate,1,"351.83152","","2012-12-11"
Technology,"11/12/12",Corporate,1,"91.72072","","2012-12-11"
Furniture,"11/13/12",Consumer,1,"1,665.64","","2012-13-11"
Furniture,"11/13/12",Home Office,1,"63.3402","","2012-13-11"
Office Supplies,"11/13/12",Consumer,1,"552.18768","","2012-13-11"
Technology,"11/13/12",Consumer,1,"826.2872","","2012-13-11"
Technology,"11/13/12",Home Office,1,"295.7652","","2012-13-11"
Furniture,"11/14/12",Consumer,1,"1,011.78","","2012-14-11"
Office Supplies,"11/14/12",Consumer,1,"20.1596","","2012-14-11"
Office Supplies,"11/14/12",Corporate,1,"815.211","","2012-14-11"
Technology,"11/14/12",Corporate,1,"310.29316","","2012-14-11"
Technology,"11/14/12",Home Office,1,"47.50416","","2012-14-11"
Furniture,"11/15/12",Home Office,1,"40.3596","","2012-15-11"
Office Supplies,"11/15/12",Corporate,1,"708.5647","","2012-15-11"
Furniture,"11/16/12",Corporate,1,"628.59464","","2012-16-11"
Furniture,"11/16/12",Home Office,1,"947.916","","2012-16-11"
Office Supplies,"11/16/12",Corporate,1,"35.54144","","2012-16-11"
Office Supplies,"11/16/12",Home Office,1,"653.8551","","2012-16-11"
Technology,"11/16/12",Corporate,1,"599.2272","","2012-16-11"
Technology,"11/16/12",Home Office,1,"1,009.96","","2012-16-11"
Furniture,"11/17/12",Consumer,1,"1,617.02","","2012-17-11"
Office Supplies,"11/17/12",Consumer,1,"1,604.66","","2012-17-11"
Technology,"11/17/12",Consumer,1,"407.64864","","2012-17-11"
Furniture,"11/19/12",Home Office,1,"156.156","","2012-19-11"
Office Supplies,"11/19/12",Consumer,1,"5.14624","","2012-19-11"
Office Supplies,"11/19/12",Corporate,1,"27.0396","","2012-19-11"
Technology,"11/19/12",Consumer,1,"878.9952","","2012-19-11"
Furniture,"11/20/12",Consumer,1,"1,126.22","","2012-20-11"
Furniture,"11/20/12",Corporate,1,"173.02464","","2012-20-11"
Furniture,"11/20/12",Home Office,1,"384.8376","","2012-20-11"
Office Supplies,"11/20/12",Consumer,1,"257.9948","","2012-20-11"
Office Supplies,"11/20/12",Corporate,1,"232.9646","","2012-20-11"
Office Supplies,"11/20/12",Home Office,1,"178.9612","","2012-20-11"
Technology,"11/20/12",Consumer,1,"66.19704","","2012-20-11"
Technology,"11/20/12",Corporate,1,"455.9886","","2012-20-11"
Technology,"11/20/12",Home Office,1,"14.2596","","2012-20-11"
Furniture,"11/21/12",Consumer,1,"1,863.93","","2012-21-11"
Furniture,"11/21/12",Corporate,1,"243.671472","","2012-21-11"
Office Supplies,"11/21/12",Consumer,1,"104.71614","","2012-21-11"
Office Supplies,"11/21/12",Corporate,1,"358.04496","","2012-21-11"
Technology,"11/21/12",Consumer,1,"541.3372","","2012-21-11"
Technology,"11/21/12",Corporate,1,"500.40288","","2012-21-11"
Furniture,"11/22/12",Home Office,1,"213.17086","","2012-22-11"
Office Supplies,"11/22/12",Consumer,1,"171.1142","","2012-22-11"
Office Supplies,"11/22/12",Home Office,1,"143.96158","","2012-22-11"
Technology,"11/22/12",Consumer,1,"33.97455","","2012-22-11"
Technology,"11/22/12",Home Office,1,"26.62464","","2012-22-11"
Office Supplies,"11/23/12",Consumer,1,"2,342.36","","2012-23-11"
Office Supplies,"11/23/12",Corporate,1,"336.24456","","2012-23-11"
Technology,"11/23/12",Consumer,1,"320.2992","","2012-23-11"
Furniture,"11/24/12",Consumer,1,"84.5456","","2012-24-11"
Office Supplies,"11/24/12",Consumer,1,"1,181.28","","2012-24-11"
Technology,"11/24/12",Consumer,1,"12.3024","","2012-24-11"
Office Supplies,"11/25/12",Consumer,1,"13.5136","","2012-25-11"
Furniture,"11/26/12",Corporate,1,"761.7192","","2012-26-11"
Office Supplies,"11/26/12",Corporate,1,"178.2066","","2012-26-11"
Technology,"11/26/12",Corporate,1,"653.9891","","2012-26-11"
Furniture,"11/27/12",Consumer,1,"725.31525","","2012-27-11"
Furniture,"11/27/12",Home Office,1,"603.53656","","2012-27-11"
Office Supplies,"11/27/12",Consumer,1,"30.0879","","2012-27-11"
Office Supplies,"11/27/12",Home Office,1,"371.2302","","2012-27-11"
Technology,"11/27/12",Consumer,1,"89.01456","","2012-27-11"
Technology,"11/27/12",Corporate,1,"202.1658","","2012-27-11"
Technology,"11/27/12",Home Office,1,"1,094.37","","2012-27-11"
Furniture,"11/28/12",Consumer,1,"562.0401","","2012-28-11"
Furniture,"11/28/12",Corporate,1,"77.88324","","2012-28-11"
Office Supplies,"11/28/12",Consumer,1,"333.91296","","2012-28-11"
Office Supplies,"11/28/12",Corporate,1,"206.46912","","2012-28-11"
Office Supplies,"11/28/12",Home Office,1,"7.5348","","2012-28-11"
Technology,"11/28/12",Corporate,1,"641.42496","","2012-28-11"
Furniture,"11/29/12",Corporate,1,"1,493.40","","2012-29-11"
Office Supplies,"11/29/12",Consumer,1,"9.04752","","2012-29-11"
Office Supplies,"11/29/12",Corporate,1,"1,260.43","","2012-29-11"
Office Supplies,"11/29/12",Home Office,1,"55.75568","","2012-29-11"
Technology,"11/29/12",Consumer,1,"18.4728","","2012-29-11"
Furniture,"11/30/12",Consumer,1,"1,076.15","","2012-30-11"
Furniture,"11/30/12",Corporate,1,"17.42976","","2012-30-11"
Office Supplies,"11/30/12",Consumer,1,"279.4484","","2012-30-11"
Office Supplies,"11/30/12",Home Office,1,"79.2557","","2012-30-11"
Technology,"11/30/12",Consumer,1,"296.916","","2012-30-11"
Furniture,"12/1/12",Consumer,1,"6.75488","","2012-01-12"
Furniture,"12/1/12",Home Office,1,"5,802.71","","2012-01-12"
Office Supplies,"12/1/12",Consumer,1,"58.1952","","2012-01-12"
Office Supplies,"12/1/12",Corporate,1,"111.8196","","2012-01-12"
Office Supplies,"12/1/12",Home Office,1,"306.988","","2012-01-12"
Furniture,"12/3/12",Consumer,1,"406.82943","","2012-03-12"
Furniture,"12/3/12",Corporate,1,"2.6344","","2012-03-12"
Office Supplies,"12/3/12",Consumer,1,"100.0483","","2012-03-12"
Office Supplies,"12/3/12",Corporate,1,"537.22032","","2012-03-12"
Office Supplies,"12/3/12",Home Office,1,"216.0972","","2012-03-12"
Technology,"12/3/12",Consumer,1,"110.8632","","2012-03-12"
Technology,"12/3/12",Corporate,1,"516.1038","","2012-03-12"
Technology,"12/3/12",Home Office,1,"37.88752","","2012-03-12"
Furniture,"12/4/12",Consumer,1,"1,117.31","","2012-04-12"
Furniture,"12/4/12",Corporate,1,"34.944","","2012-04-12"
Office Supplies,"12/4/12",Consumer,1,"1,678.08","","2012-04-12"
Office Supplies,"12/4/12",Corporate,1,"385.992","","2012-04-12"
Technology,"12/4/12",Consumer,1,"1,858.11","","2012-04-12"
Technology,"12/4/12",Corporate,1,"121.3872","","2012-04-12"
Furniture,"12/5/12",Consumer,1,"141.59556","","2012-05-12"
Furniture,"12/5/12",Corporate,1,"147.55936","","2012-05-12"
Office Supplies,"12/5/12",Consumer,1,"328.25576","","2012-05-12"
Office Supplies,"12/5/12",Corporate,1,"12.6","","2012-05-12"
Office Supplies,"12/5/12",Home Office,1,"161.968","","2012-05-12"
Technology,"12/5/12",Consumer,1,"41.74608","","2012-05-12"
Technology,"12/5/12",Corporate,1,"40.95","","2012-05-12"
Furniture,"12/6/12",Consumer,1,"394.62518","","2012-06-12"
Office Supplies,"12/6/12",Consumer,1,"2,221.05","","2012-06-12"
Office Supplies,"12/6/12",Corporate,1,"8.8704","","2012-06-12"
Office Supplies,"12/6/12",Home Office,1,"45.67872","","2012-06-12"
Technology,"12/6/12",Consumer,1,"2,274.07","","2012-06-12"
Technology,"12/6/12",Home Office,1,"1,049.98","","2012-06-12"
Furniture,"12/7/12",Consumer,1,"367.4784","","2012-07-12"
Office Supplies,"12/7/12",Consumer,1,"181.93126","","2012-07-12"
Office Supplies,"12/7/12",Corporate,1,"11.664","","2012-07-12"
Technology,"12/7/12",Consumer,1,"688.8066","","2012-07-12"
Office Supplies,"12/8/12",Corporate,1,"225.7732","","2012-08-12"
Office Supplies,"12/8/12",Home Office,1,"331.85504","","2012-08-12"
Technology,"12/8/12",Corporate,1,"236","","2012-08-12"
Technology,"12/8/12",Home Office,1,"1,856.74","","2012-08-12"
Office Supplies,"12/9/12",Corporate,1,"35.721","","2012-09-12"
Furniture,"12/10/12",Corporate,1,"1,690.55","","2012-10-12"
Office Supplies,"12/10/12",Consumer,1,"74.43128","","2012-10-12"
Office Supplies,"12/10/12",Corporate,1,"97.6686","","2012-10-12"
Office Supplies,"12/10/12",Home Office,1,"277.968","","2012-10-12"
Technology,"12/10/12",Consumer,1,"132.52512","","2012-10-12"
Technology,"12/10/12",Corporate,1,"147.1391","","2012-10-12"
Technology,"12/10/12",Home Office,1,"871.98256","","2012-10-12"
Furniture,"12/11/12",Consumer,1,"563.53648","","2012-11-12"
Office Supplies,"12/11/12",Consumer,1,"448.5654","","2012-11-12"
Office Supplies,"12/11/12",Home Office,1,"113.84384","","2012-11-12"
Technology,"12/11/12",Consumer,1,"566.01956","","2012-11-12"
Furniture,"12/12/12",Consumer,1,"438.1138","","2012-12-12"
Office Supplies,"12/12/12",Consumer,1,"447.17934","","2012-12-12"
Office Supplies,"12/12/12",Corporate,1,"110.738","","2012-12-12"
Technology,"12/12/12",Consumer,1,"322.308","","2012-12-12"
Office Supplies,"12/13/12",Consumer,1,"33.6776","","2012-13-12"
Office Supplies,"12/13/12",Corporate,1,"144.4912","","2012-13-12"
Office Supplies,"12/13/12",Home Office,1,"61.9056","","2012-13-12"
Technology,"12/13/12",Consumer,1,"709.31406","","2012-13-12"
Furniture,"12/14/12",Consumer,1,"25.7136","","2012-14-12"
Furniture,"12/14/12",Corporate,1,"274.13344","","2012-14-12"
Furniture,"12/14/12",Home Office,1,"14.1732","","2012-14-12"
Office Supplies,"12/14/12",Consumer,1,"7.77216","","2012-14-12"
Office Supplies,"12/14/12",Corporate,1,"143.56784","","2012-14-12"
Technology,"12/14/12",Consumer,1,"362.56864","","2012-14-12"
Furniture,"12/15/12",Consumer,1,"239.20624","","2012-15-12"
Office Supplies,"12/15/12",Consumer,1,"156.78432","","2012-15-12"
Office Supplies,"12/15/12",Home Office,1,"2.9192","","2012-15-12"
Technology,"12/15/12",Consumer,1,"4,151.44","","2012-15-12"
Technology,"12/15/12",Corporate,1,"221.5512","","2012-15-12"
Office Supplies,"12/16/12",Consumer,1,"4.5816","","2012-16-12"
Furniture,"12/17/12",Consumer,1,"1,357.75","","2012-17-12"
Office Supplies,"12/17/12",Consumer,1,"552.97198","","2012-17-12"
Technology,"12/17/12",Consumer,1,"138.70368","","2012-17-12"
Furniture,"12/18/12",Corporate,1,"19.1008","","2012-18-12"
Office Supplies,"12/18/12",Consumer,1,"711.4536","","2012-18-12"
Office Supplies,"12/18/12",Corporate,1,"72.28224","","2012-18-12"
Office Supplies,"12/18/12",Home Office,1,"19.90656","","2012-18-12"
Technology,"12/18/12",Consumer,1,"154.6032","","2012-18-12"
Furniture,"12/19/12",Home Office,1,"947.8476","","2012-19-12"
Office Supplies,"12/19/12",Consumer,1,"544.32096","","2012-19-12"
Office Supplies,"12/19/12",Corporate,1,"134.778","","2012-19-12"
Office Supplies,"12/19/12",Home Office,1,"26.312","","2012-19-12"
Technology,"12/19/12",Consumer,1,"1,827.16","","2012-19-12"
Technology,"12/19/12",Home Office,1,"2,047.86","","2012-19-12"
Furniture,"12/20/12",Consumer,1,"347.28618","","2012-20-12"
Office Supplies,"12/20/12",Consumer,1,"129.0946","","2012-20-12"
Office Supplies,"12/20/12",Corporate,1,"60.4732","","2012-20-12"
