Category,Order Date,Segment,Number of Records,Sales Target,
Office Supplies,9/24/12,Corporate,1,"1,060.12",
Office Supplies,9/24/12,Home Office,1,16.764,
Technology,9/24/12,Consumer,1,50.7384,
Technology,9/24/12,Home Office,1,715.0878,
Furniture,9/25/12,Consumer,1,"1,181.63",
Furniture,9/25/12,Corporate,1,291.7792,
Office Supplies,9/25/12,Consumer,1,258.8342,
Office Supplies,9/25/12,Corporate,1,33.04006,
Office Supplies,9/25/12,Home Office,1,12.291,
Technology,9/25/12,Corporate,1,"1,155.28",
Technology,9/25/12,Home Office,1,172.3188,
Office Supplies,9/26/12,Consumer,1,450.4984,
Office Supplies,9/26/12,Corporate,1,795.7173,
Office Supplies,9/26/12,Home Office,1,194.2889,
Technology,9/26/12,Consumer,1,"2,225.63",
Technology,9/26/12,Corporate,1,253.4016,
Furniture,9/27/12,Consumer,1,26.7168,
Office Supplies,9/27/12,Consumer,1,146.1828,
Office Supplies,9/27/12,Corporate,1,150.0112,
Office Supplies,9/27/12,Home Office,1,175.29,
Technology,9/27/12,Consumer,1,"2,059.07",
Office Supplies,9/28/12,Consumer,1,320.99744,
Office Supplies,9/28/12,Corporate,1,377.83488,
Technology,9/28/12,Consumer,1,307.98,
Technology,9/28/12,Corporate,1,34.20912,
Office Supplies,10/1/12,Consumer,1,2.93216,
Office Supplies,10/1/12,Corporate,1,129.66432,
Office Supplies,10/1/12,Home Office,1,22.899,
Technology,10/1/12,Consumer,1,586.14848,
Technology,10/1/12,Home Office,1,336.9384,
Furniture,10/2/12,Consumer,1,11.80424,
Office Supplies,10/2/12,Consumer,1,108.297,
Office Supplies,10/2/12,Corporate,1,216.55156,
Office Supplies,10/2/12,Home Office,1,236.062,
Technology,10/2/12,Consumer,1,501.3,
Technology,10/2/12,Corporate,1,86.4,
Furniture,10/3/12,Consumer,1,140.5404,
Office Supplies,10/3/12,Consumer,1,33.6735,
Office Supplies,10/3/12,Corporate,1,13.05696,
Technology,10/3/12,Consumer,1,65.50544,
Furniture,10/4/12,Corporate,1,408.6576,
Furniture,10/4/12,Home Office,1,66.89232,
Office Supplies,10/4/12,Consumer,1,29.656,
Office Supplies,10/4/12,Home Office,1,20.52864,
Furniture,10/5/12,Consumer,1,389.63358,
Office Supplies,10/5/12,Corporate,1,66.693,
Office Supplies,10/5/12,Home Office,1,67.536,
Technology,10/5/12,Consumer,1,296.7048,
Furniture,10/8/12,Consumer,1,126.933,
Furniture,10/8/12,Corporate,1,61.863,
Office Supplies,10/8/12,Consumer,1,3.44,
Furniture,10/9/12,Consumer,1,421.1676,
Office Supplies,10/9/12,Consumer,1,408.89388,
Office Supplies,10/9/12,Corporate,1,81.24759,
Technology,10/9/12,Consumer,1,613.0012,
Technology,10/9/12,Corporate,1,701.0388,
Furniture,10/10/12,Corporate,1,333.16512,
Office Supplies,10/10/12,Consumer,1,"1,610.59",
Office Supplies,10/10/12,Corporate,1,84.051,
Furniture,10/11/12,Consumer,1,976.72905,
Office Supplies,10/11/12,Consumer,1,20.1312,
Technology,10/11/12,Consumer,1,29.7135,
Furniture,10/12/12,Consumer,1,228.5403,
Furniture,10/12/12,Home Office,1,"1,464.47",
Office Supplies,10/12/12,Consumer,1,82.2324,
Office Supplies,10/12/12,Home Office,1,66.0008,
Technology,10/12/12,Consumer,1,388.3494,
Technology,10/12/12,Home Office,1,61.7136,
Furniture,10/13/12,Consumer,1,316.734,
Technology,10/13/12,Consumer,1,71.162,
Furniture,10/15/12,Consumer,1,"2,653.98",
Office Supplies,10/15/12,Consumer,1,5.18368,
Office Supplies,10/15/12,Home Office,1,9.2664,
Technology,10/15/12,Consumer,1,277.074,
Technology,10/15/12,Home Office,1,295.7652,
Technology,10/16/12,Corporate,1,734.2233,
Office Supplies,10/17/12,Consumer,1,85.668,
Furniture,10/18/12,Consumer,1,9.099,
Office Supplies,10/18/12,Consumer,1,19.3752,
Office Supplies,10/18/12,Home Office,1,70.96908,
Technology,10/18/12,Consumer,1,244.59232,
Technology,10/18/12,Home Office,1,29.35776,
Office Supplies,10/19/12,Consumer,1,38.3296,
Office Supplies,10/19/12,Corporate,1,35.6004,
Office Supplies,10/19/12,Home Office,1,"1,739.14",
Technology,10/19/12,Corporate,1,140.953,
Technology,10/19/12,Home Office,1,232.2,
Furniture,10/20/12,Consumer,1,386.79168,
Furniture,10/20/12,Corporate,1,15.5394,
Office Supplies,10/20/12,Consumer,1,21.3672,
Technology,10/20/12,Corporate,1,244.7694,
Office Supplies,10/22/12,Consumer,1,16.18696,
Furniture,10/23/12,Consumer,1,"1,313.36",
Office Supplies,10/23/12,Consumer,1,138.52352,
Office Supplies,10/23/12,Corporate,1,3.30464,
Technology,10/23/12,Consumer,1,761.8032,
Furniture,10/24/12,Corporate,1,368.20266,
Furniture,10/24/12,Home Office,1,440.64384,
Office Supplies,10/24/12,Corporate,1,22.8096,
Office Supplies,10/24/12,Home Office,1,3.2328,
Furniture,10/25/12,Consumer,1,243.04896,
Furniture,10/25/12,Corporate,1,812.29548,
Office Supplies,10/25/12,Consumer,1,132.8195,
Technology,10/25/12,Corporate,1,138.3213,
Office Supplies,10/26/12,Corporate,1,"1,086.72",
Technology,10/26/12,Corporate,1,162.10272,
Furniture,10/28/12,Consumer,1,56.6379,
Office Supplies,10/28/12,Consumer,1,48.719,
Office Supplies,10/29/12,Corporate,1,234.4704,
Furniture,10/30/12,Corporate,1,14.40384,
Office Supplies,10/30/12,Consumer,1,160.9608,
Technology,10/30/12,Corporate,1,"1,477.61",
Technology,10/30/12,Home Office,1,260.913,
Furniture,10/31/12,Consumer,1,748.969,
Office Supplies,10/31/12,Consumer,1,660.1122,
Office Supplies,10/31/12,Corporate,1,436.46064,
Office Supplies,10/31/12,Home Office,1,76.4308,
Technology,10/31/12,Consumer,1,"1,153.30",
Furniture,11/1/12,Consumer,1,952.11756,
Office Supplies,11/1/12,Consumer,1,21.4,
Office Supplies,11/1/12,Home Office,1,2.91456,
Technology,11/1/12,Consumer,1,"2,024.71",
Technology,11/1/12,Corporate,1,4.4055,
Technology,11/1/12,Home Office,1,30.4096,
Furniture,11/2/12,Consumer,1,"1,547.10",
Furniture,11/2/12,Home Office,1,"2,332.98",
Office Supplies,11/2/12,Consumer,1,304.2588,
Office Supplies,11/2/12,Corporate,1,25.84736,
Technology,11/2/12,Consumer,1,421.0542,
Technology,11/2/12,Corporate,1,344.704,
Furniture,11/3/12,Corporate,1,"1,448.82",
Furniture,11/3/12,Home Office,1,46.008,
Office Supplies,11/3/12,Corporate,1,6.47584,
Technology,11/3/12,Home Office,1,"1,315.85",
Furniture,11/5/12,Corporate,1,186.3,
Office Supplies,11/5/12,Consumer,1,596.5047,
Office Supplies,11/5/12,Corporate,1,23.31648,
Office Supplies,11/6/12,Consumer,1,12.51429,
Furniture,11/7/12,Consumer,1,772.3584,
Furniture,11/7/12,Corporate,1,196.4416,
Office Supplies,11/7/12,Consumer,1,359.24252,
Office Supplies,11/7/12,Corporate,1,"1,305.95",
Technology,11/7/12,Consumer,1,244.7235,
Furniture,11/8/12,Consumer,1,250.6977,
Furniture,11/8/12,Corporate,1,"4,549.27",
Office Supplies,11/8/12,Consumer,1,545.76544,
Office Supplies,11/8/12,Corporate,1,145.00873,
Office Supplies,11/8/12,Home Office,1,4.95,
Technology,11/8/12,Consumer,1,597.8588,
Technology,11/8/12,Corporate,1,"5,245.72",
Technology,11/8/12,Home Office,1,316.1745,
Furniture,11/9/12,Consumer,1,911.6982,
Office Supplies,11/9/12,Consumer,1,325.63278,
Office Supplies,11/9/12,Home Office,1,33.6528,
Technology,11/9/12,Consumer,1,923.0693,
Technology,11/9/12,Home Office,1,"2,298.68",
Furniture,11/10/12,Home Office,1,26.0058,
Office Supplies,11/10/12,Consumer,1,635.3424,
Office Supplies,11/10/12,Corporate,1,785.73,
Office Supplies,11/10/12,Home Office,1,"1,474.90",
Technology,11/10/12,Consumer,1,83.895,
Technology,11/10/12,Home Office,1,467.4915,
Office Supplies,11/11/12,Corporate,1,558.44334,
Furniture,11/12/12,Corporate,1,676.75656,
Office Supplies,11/12/12,Consumer,1,14.6264,
Office Supplies,11/12/12,Corporate,1,351.83152,
Technology,11/12/12,Corporate,1,91.72072,
Furniture,11/13/12,Consumer,1,"1,665.64",
Furniture,11/13/12,Home Office,1,63.3402,
Office Supplies,11/13/12,Consumer,1,552.18768,
Technology,11/13/12,Consumer,1,826.2872,
Technology,11/13/12,Home Office,1,295.7652,
Furniture,11/14/12,Consumer,1,"1,011.78",
Office Supplies,11/14/12,Consumer,1,20.1596,
Office Supplies,11/14/12,Corporate,1,815.211,
Technology,11/14/12,Corporate,1,310.29316,
Technology,11/14/12,Home Office,1,47.50416,
Furniture,11/15/12,Home Office,1,40.3596,
Office Supplies,11/15/12,Corporate,1,708.5647,
Furniture,11/16/12,Corporate,1,628.59464,
Furniture,11/16/12,Home Office,1,947.916,
Office Supplies,11/16/12,Corporate,1,35.54144,
Office Supplies,11/16/12,Home Office,1,653.8551,
Technology,11/16/12,Corporate,1,599.2272,
Technology,11/16/12,Home Office,1,"1,009.96",
Furniture,11/17/12,Consumer,1,"1,617.02",
Office Supplies,11/17/12,Consumer,1,"1,604.66",
Technology,11/17/12,Consumer,1,407.64864,
Furniture,11/19/12,Home Office,1,156.156,
Office Supplies,11/19/12,Consumer,1,5.14624,
Office Supplies,11/19/12,Corporate,1,27.0396,
Technology,11/19/12,Consumer,1,878.9952,
Furniture,11/20/12,Consumer,1,"1,126.22",
Furniture,11/20/12,Corporate,1,173.02464,
Furniture,11/20/12,Home Office,1,384.8376,
Office Supplies,11/20/12,Consumer,1,257.9948,
Office Supplies,11/20/12,Corporate,1,232.9646,
Office Supplies,11/20/12,Home Office,1,178.9612,
Technology,11/20/12,Consumer,1,66.19704,
Technology,11/20/12,Corporate,1,455.9886,
Technology,11/20/12,Home Office,1,14.2596,
Furniture,11/21/12,Consumer,1,"1,863.93",
Furniture,11/21/12,Corporate,1,243.671472,
Office Supplies,11/21/12,Consumer,1,104.71614,
Office Supplies,11/21/12,Corporate,1,358.04496,
Technology,11/21/12,Consumer,1,541.3372,
Technology,11/21/12,Corporate,1,500.40288,
Furniture,11/22/12,Home Office,1,213.17086,
Office Supplies,11/22/12,Consumer,1,171.1142,
Office Supplies,11/22/12,Home Office,1,143.96158,
Technology,11/22/12,Consumer,1,33.97455,
Technology,11/22/12,Home Office,1,26.62464,
Office Supplies,11/23/12,Consumer,1,"2,342.36",
Office Supplies,11/23/12,Corporate,1,336.24456,
Technology,11/23/12,Consumer,1,320.2992,
Furniture,11/24/12,Consumer,1,84.5456,
Office Supplies,11/24/12,Consumer,1,"1,181.28",
Technology,11/24/12,Consumer,1,12.3024,
Office Supplies,11/25/12,Consumer,1,13.5136,
Furniture,11/26/12,Corporate,1,761.7192,
Office Supplies,11/26/12,Corporate,1,178.2066,
Technology,11/26/12,Corporate,1,653.9891,
Furniture,11/27/12,Consumer,1,725.31525,
Furniture,11/27/12,Home Office,1,603.53656,
Office Supplies,11/27/12,Consumer,1,30.0879,
Office Supplies,11/27/12,Home Office,1,371.2302,
Technology,11/27/12,Consumer,1,89.01456,
Technology,11/27/12,Corporate,1,202.1658,
Technology,11/27/12,Home Office,1,"1,094.37",
Furniture,11/28/12,Consumer,1,562.0401,
Furniture,11/28/12,Corporate,1,77.88324,
Office Supplies,11/28/12,Consumer,1,333.91296,
Office Supplies,11/28/12,Corporate,1,206.46912,
Office Supplies,11/28/12,Home Office,1,7.5348,
Technology,11/28/12,Corporate,1,641.42496,
Furniture,11/29/12,Corporate,1,"1,493.40",
Office Supplies,11/29/12,Consumer,1,9.04752,
Office Supplies,11/29/12,Corporate,1,"1,260.43",
Office Supplies,11/29/12,Home Office,1,55.75568,
Technology,11/29/12,Consumer,1,18.4728,
Furniture,11/30/12,Consumer,1,"1,076.15",
Furniture,11/30/12,Corporate,1,17.42976,
Office Supplies,11/30/12,Consumer,1,279.4484,
Office Supplies,11/30/12,Home Office,1,79.2557,
Technology,11/30/12,Consumer,1,296.916,
Furniture,12/1/12,Consumer,1,6.75488,
Furniture,12/1/12,Home Office,1,"5,802.71",
Office Supplies,12/1/12,Consumer,1,58.1952,
Office Supplies,12/1/12,Corporate,1,111.8196,
Office Supplies,12/1/12,Home Office,1,306.988,
Furniture,12/3/12,Consumer,1,406.82943,
Furniture,12/3/12,Corporate,1,2.6344,
Office Supplies,12/3/12,Consumer,1,100.0483,
Office Supplies,12/3/12,Corporate,1,537.22032,
Office Supplies,12/3/12,Home Office,1,216.0972,
Technology,12/3/12,Consumer,1,110.8632,
Technology,12/3/12,Corporate,1,516.1038,
Technology,12/3/12,Home Office,1,37.88752,
Furniture,12/4/12,Consumer,1,"1,117.31",
Furniture,12/4/12,Corporate,1,34.944,
Office Supplies,12/4/12,Consumer,1,"1,678.08",
Office Supplies,12/4/12,Corporate,1,385.992,
Technology,12/4/12,Consumer,1,"1,858.11",
Technology,12/4/12,Corporate,1,121.3872,
Furniture,12/5/12,Consumer,1,141.59556,
Furniture,12/5/12,Corporate,1,147.55936,
Office Supplies,12/5/12,Consumer,1,328.25576,
Office Supplies,12/5/12,Corporate,1,12.6,
Office Supplies,12/5/12,Home Office,1,161.968,
Technology,12/5/12,Consumer,1,41.74608,
Technology,12/5/12,Corporate,1,40.95,
Furniture,12/6/12,Consumer,1,394.62518,
Office Supplies,12/6/12,Consumer,1,"2,221.05",
Office Supplies,12/6/12,Corporate,1,8.8704,
Office Supplies,12/6/12,Home Office,1,45.67872,
Technology,12/6/12,Consumer,1,"2,274.07",
Technology,12/6/12,Home Office,1,"1,049.98",
Furniture,12/7/12,Consumer,1,367.4784,
Office Supplies,12/7/12,Consumer,1,181.93126,
Office Supplies,12/7/12,Corporate,1,11.664,
Technology,12/7/12,Consumer,1,688.8066,
Office Supplies,12/8/12,Corporate,1,225.7732,
Office Supplies,12/8/12,Home Office,1,331.85504,
Technology,12/8/12,Corporate,1,236,
Technology,12/8/12,Home Office,1,"1,856.74",
Office Supplies,12/9/12,Corporate,1,35.721,
Furniture,12/10/12,Corporate,1,"1,690.55",
Office Supplies,12/10/12,Consumer,1,74.43128,
Office Supplies,12/10/12,Corporate,1,97.6686,
Office Supplies,12/10/12,Home Office,1,277.968,
Technology,12/10/12,Consumer,1,132.52512,
Technology,12/10/12,Corporate,1,147.1391,
Technology,12/10/12,Home Office,1,871.98256,
Furniture,12/11/12,Consumer,1,563.53648,
Office Supplies,12/11/12,Consumer,1,448.5654,
Office Supplies,12/11/12,Home Office,1,113.84384,
Technology,12/11/12,Consumer,1,566.01956,
Furniture,12/12/12,Consumer,1,438.1138,
Office Supplies,12/12/12,Consumer,1,447.17934,
Office Supplies,12/12/12,Corporate,1,110.738,
Technology,12/12/12,Consumer,1,322.308,
Office Supplies,12/13/12,Consumer,1,33.6776,
Office Supplies,12/13/12,Corporate,1,144.4912,
Office Supplies,12/13/12,Home Office,1,61.9056,
Technology,12/13/12,Consumer,1,709.31406,
Furniture,12/14/12,Consumer,1,25.7136,
Furniture,12/14/12,Corporate,1,274.13344,
Furniture,12/14/12,Home Office,1,14.1732,
Office Supplies,12/14/12,Consumer,1,7.77216,
Office Supplies,12/14/12,Corporate,1,143.56784,
Technology,12/14/12,Consumer,1,362.56864,
Furniture,12/15/12,Consumer,1,239.20624,
Office Supplies,12/15/12,Consumer,1,156.78432,
Office Supplies,12/15/12,Home Office,1,2.9192,
Technology,12/15/12,Consumer,1,"4,151.44",
Technology,12/15/12,Corporate,1,221.5512,
Office Supplies,12/16/12,Consumer,1,4.5816,
Furniture,12/17/12,Consumer,1,"1,357.75",
Office Supplies,12/17/12,Consumer,1,552.97198,
Technology,12/17/12,Consumer,1,138.70368,
Furniture,12/18/12,Corporate,1,19.1008,
Office Supplies,12/18/12,Consumer,1,711.4536,
Office Supplies,12/18/12,Corporate,1,72.28224,
Office Supplies,12/18/12,Home Office,1,19.90656,
Technology,12/18/12,Consumer,1,154.6032,
Furniture,12/19/12,Home Office,1,947.8476,
Office Supplies,12/19/12,Consumer,1,544.32096,
Office Supplies,12/19/12,Corporate,1,134.778,
Office Supplies,12/19/12,Home Office,1,26.312,
Technology,12/19/12,Consumer,1,"1,827.16",
Technology,12/19/12,Home Office,1,"2,047.86",
Furniture,12/20/12,Consumer,1,347.28618,
Office Supplies,12/20/12,Consumer,1,129.0946,
Office Supplies,12/20/12,Corporate,1,60.4732,
Office Supplies,12/20/12,Home Office,1,12.63168,
Technology,12/20/12,Consumer,1,449.22816,
Technology,12/20/12,Home Office,1,95.76,
Furniture,12/21/12,Consumer,1,"1,650.74",
Furniture,12/21/12,Home Office,1,50.72088,
Office Supplies,12/21/12,Consumer,1,26.49264,
Office Supplies,12/21/12,Corporate,1,58.23272,
Office Supplies,12/21/12,Home Office,1,53.9136,
Technology,12/21/12,Consumer,1,184.56408,
Technology,12/21/12,Home Office,1,"1,151.31",
Furniture,12/22/12,Corporate,1,405.72,
Office Supplies,12/22/12,Corporate,1,33.90368,
Office Supplies,12/22/12,Home Office,1,18.6608,
Office Supplies,12/23/12,Consumer,1,184.604,
Furniture,12/24/12,Consumer,1,703.9977,
Furniture,12/24/12,Corporate,1,884.5848,
Office Supplies,12/24/12,Consumer,1,232.6104,
Office Supplies,12/24/12,Corporate,1,175.6755,
Technology,12/24/12,Consumer,1,591.972,
Technology,12/24/12,Corporate,1,"4,654.93",
Furniture,12/25/12,Consumer,1,696.43008,
Furniture,12/25/12,Corporate,1,630.22324,
Office Supplies,12/25/12,Consumer,1,228.8264,
Office Supplies,12/25/12,Corporate,1,17.527,
Office Supplies,12/25/12,Home Office,1,454.6644,
Technology,12/25/12,Consumer,1,"2,207.37",
Technology,12/25/12,Corporate,1,72.5004,
Furniture,12/26/12,Consumer,1,56.7468,
Furniture,12/26/12,Home Office,1,244.80162,
Office Supplies,12/26/12,Consumer,1,230.1432,
Furniture,12/27/12,Corporate,1,"1,525.43",
Furniture,12/27/12,Home Office,1,684.900624,
Office Supplies,12/27/12,Consumer,1,446.7632,
Office Supplies,12/27/12,Corporate,1,369.13884,
Office Supplies,12/27/12,Home Office,1,546.6202,
Technology,12/27/12,Consumer,1,227.905,
Technology,12/27/12,Corporate,1,753.552,
Technology,12/27/12,Home Office,1,404.57312,
Office Supplies,12/28/12,Consumer,1,27.04944,
Technology,12/28/12,Consumer,1,59.8224,
Office Supplies,12/29/12,Consumer,1,6.8688,
Office Supplies,12/30/12,Consumer,1,369.261,
Technology,12/30/12,Consumer,1,"2,921.53",
Furniture,12/31/12,Consumer,1,13.284,
Office Supplies,12/31/12,Consumer,1,568.72248,
Office Supplies,12/31/12,Corporate,1,613.0768,
Furniture,1/2/13,Corporate,1,147.849,
Technology,1/2/13,Corporate,1,213.4216,
Furniture,1/3/13,Corporate,1,"1,752.14",
Office Supplies,1/3/13,Consumer,1,114.46,
Office Supplies,1/3/13,Corporate,1,10.2168,
Technology,1/3/13,Corporate,1,391.7056,
Office Supplies,1/4/13,Corporate,1,104.88192,
Technology,1/4/13,Corporate,1,"1,007.97",
Office Supplies,1/5/13,Corporate,1,4.9856,
Technology,1/5/13,Corporate,1,275.7216,
Furniture,1/7/13,Consumer,1,21.46068,
Office Supplies,1/7/13,Consumer,1,22.032,
Office Supplies,1/7/13,Home Office,1,36.309,
Furniture,1/8/13,Corporate,1,"1,471.93",
Office Supplies,1/8/13,Consumer,1,74.5218,
Office Supplies,1/8/13,Corporate,1,115.5945,
Technology,1/8/13,Consumer,1,94.64208,
Furniture,1/9/13,Corporate,1,16.6848,
Technology,1/9/13,Corporate,1,633.25386,
Furniture,1/10/13,Consumer,1,22.6135,
Furniture,1/10/13,Corporate,1,67.932,
Technology,1/10/13,Corporate,1,68.5804,
Furniture,1/11/13,Home Office,1,48.39296,
Office Supplies,1/11/13,Home Office,1,78.864,
Technology,1/11/13,Home Office,1,15.27624,
Furniture,1/14/13,Consumer,1,328.40704,
Office Supplies,1/14/13,Consumer,1,81.50688,
Furniture,1/15/13,Consumer,1,169.07121,
Office Supplies,1/15/13,Consumer,1,131.22304,
Office Supplies,1/15/13,Home Office,1,122.3024,
Technology,1/15/13,Home Office,1,249.8706,
Office Supplies,1/16/13,Consumer,1,12.46336,
Technology,1/16/13,Consumer,1,83.3244,
Furniture,1/17/13,Home Office,1,306.4605,
Technology,1/17/13,Corporate,1,316,
Technology,1/17/13,Home Office,1,418.0384,
Furniture,1/21/13,Consumer,1,"1,202.07",
Furniture,1/22/13,Consumer,1,488.6784,
Furniture,1/22/13,Corporate,1,107.702,
Office Supplies,1/22/13,Consumer,1,178.5377,
Technology,1/22/13,Home Office,1,170.51856,
Furniture,1/23/13,Consumer,1,58.7902,
Office Supplies,1/23/13,Corporate,1,"1,525.16",
Technology,1/23/13,Corporate,1,99.98,
Office Supplies,1/24/13,Corporate,1,31.36,
Furniture,1/25/13,Corporate,1,370.49306,
Office Supplies,1/25/13,Corporate,1,479.0496,
Office Supplies,1/28/13,Corporate,1,42.8544,
Furniture,1/30/13,Consumer,1,943.3708,
Office Supplies,1/30/13,Consumer,1,376.92872,
Office Supplies,1/30/13,Corporate,1,136.16544,
Technology,1/30/13,Consumer,1,"1,310.37",
Office Supplies,1/31/13,Consumer,1,16.64064,
Office Supplies,1/31/13,Corporate,1,21.4912,
Office Supplies,1/31/13,Home Office,1,"1,525.70",
Technology,1/31/13,Home Office,1,106.30424,
Office Supplies,2/1/13,Corporate,1,152.2518,
Furniture,2/2/13,Consumer,1,20.1852,
Furniture,2/2/13,Corporate,1,67.88128,
Office Supplies,2/2/13,Consumer,1,131.206,
Technology,2/2/13,Consumer,1,"9,624.95",
Furniture,2/3/13,Consumer,1,779.76,
Furniture,2/4/13,Consumer,1,13.93696,
Office Supplies,2/4/13,Corporate,1,96.7408,
Technology,2/4/13,Consumer,1,88.6704,
Furniture,2/5/13,Consumer,1,602.34624,
Furniture,2/5/13,Home Office,1,274.3492,
Office Supplies,2/5/13,Consumer,1,203.2827,
Office Supplies,2/5/13,Home Office,1,"1,042.96",
Technology,2/5/13,Consumer,1,150.36992,
Technology,2/5/13,Home Office,1,518.9184,
Furniture,2/6/13,Corporate,1,134.86848,
Office Supplies,2/7/13,Consumer,1,35.89108,
Technology,2/7/13,Consumer,1,102,
Technology,2/7/13,Corporate,1,636.4392,
Furniture,2/8/13,Corporate,1,234.255,
Technology,2/8/13,Home Office,1,"1,003.90",
Technology,2/9/13,Corporate,1,115.7385,
Technology,2/11/13,Corporate,1,67.8321,
Office Supplies,2/12/13,Consumer,1,"1,461.66",
Office Supplies,2/13/13,Home Office,1,135.0744,
Furniture,2/14/13,Consumer,1,611.48019,
Office Supplies,2/14/13,Consumer,1,257.5449,
Office Supplies,2/15/13,Consumer,1,431.49632,
Furniture,2/16/13,Consumer,1,802.87112,
Furniture,2/16/13,Corporate,1,69.2538,
Office Supplies,2/16/13,Consumer,1,6.206,
Office Supplies,2/16/13,Corporate,1,101.09728,
Technology,2/16/13,Consumer,1,79.1736,
Furniture,2/19/13,Consumer,1,41.3478,
Office Supplies,2/19/13,Consumer,1,345.202,
Office Supplies,2/19/13,Corporate,1,34.7238,
Office Supplies,2/20/13,Consumer,1,14.35152,
Furniture,2/21/13,Corporate,1,190.4175,
Office Supplies,2/21/13,Corporate,1,795.328,
Office Supplies,2/21/13,Home Office,1,409.83786,
Technology,2/21/13,Corporate,1,55.6185,
Office Supplies,2/22/13,Consumer,1,11.076,
Office Supplies,2/22/13,Home Office,1,426.5784,
Technology,2/22/13,Consumer,1,511.132,
Office Supplies,2/23/13,Corporate,1,61.60632,
Office Supplies,2/25/13,Consumer,1,49.056,
Furniture,2/27/13,Consumer,1,16.192,
Office Supplies,2/27/13,Consumer,1,225.423,
Office Supplies,2/28/13,Corporate,1,33.5616,
